"","X16S22DTH68.1_L2_Q1157W0181","X16S22DTH68.4_L2_Q1160W0181","X16S22DTH68.6_L2_Q1162W0181","X16S22DTH68.8_L2_Q1164W0181","X16S22DTH68.14_L2_Q1170W0181","X16S22DTH68.17_L2_Q1173W0181","X16S22DTH68.20_L2_Q0588W0181","X16S22DTH68.30_L2_Q1184W0181","X16S22DTH68.35_L2_Q1161W0179","X16S22DTH68.47_L2_Q1172W0179","X16S22DTH68.54_L2_Q1178W0179","X16S22DTH68.58_L2_Q0521W0179","X16S22DTH68.62_L2_Q1156W0180","X16S22DTH68.71_L2_Q1165W0180","X16S22DTH68.73_L2_Q1167W0180","X16S22DTH68.88_L2_Q1178W0180","X16S22DTH68.93_L2_Q1182W0180","X16S22DTH68.98_L2_Q1153W0180","X16S22DTH68.106_L2_Q1168W0650","X16S22DTH68.113_L2_Q1174W0650","X16S22DTH68.125_L2_Q0521W0650","X16S22DTH68.129_L2_Q1184W0650","X16S22DTH68.137_L2_Q1165W0195","X16S22DTH68.140_L2_Q1168W0195","X16S22DTH68.145_L2_Q1172W0195","X16S22DTH68.152_L2_Q1178W0195","X16S22DTH68.162_L2_Q1163W0196","X16S22DTH68.164_L2_Q1165W0196","X16S22DTH68.166_L2_Q1167W0196","X16S22DTH68.167_L2_Q1168W0196","X16S22DTH68.170_L2_Q1172W0196","X16S22DTH68.174_L2_Q0588W0196","X16S22DTH68.193_L2_Q1169W0197","X16S22DTH68.198_L2_Q1174W0197","X16S22DTH68.199_L2_Q1175W0197","X16S22DTH80.212_L2_Q0393W0193","X16S22DTH80.219_L2_Q1190W0193","X16S22DTH80.223_L2_Q0003W0198","X16S22DTH80.227_L2_Q0390W0198","X16S22DTH80.239_L2_Q1190W0198","X16S22DTH80.243_L2_Q1193W0198","X16S22DTH80.248_L2_Q0391W0199","X16S22DTH80.254_L2_Q0395W0199","X16S22DTH80.257_L2_Q1188W0199","X16S22DTH80.274_L2_Q0395W0072","X16S22DTH80.284_L2_Q0003W0066","X16S22DTH80.292_L2_Q1187W0066","X16S22DTH80.297_L2_Q0397W0066","X16S22DTH80.301_L2_Q0004W0069","X16S22DTH80.329_L2_Q0394W0070","X16S22DTH80.332_L2_Q0397W0070","X16S22DTH80.337_L2_Q1192W0070","X16S22DTH80.343_L2_Q0390W0071","X16S22DTH80.346_L2_Q1186W0071","X16S22DTH80.354_L2_Q1189W0071","X16S22DTH80.360_L2_Q0004W0565","X16S22DTH80.365_L2_Q0392W0565","X16S22DTH80.377_L2_Q1192W0565","X16S22DTH80.386_L2_Q1186W1757","X16S22DTH80_394","X16S22DTH80_410","X16S22DTH80_420","X16S22DTH80_429","X16S22DTH80_434","X16S22DTH80_443","X16S22DTH80_462","X16S22DTH80_466","X16S22DTH80_468","X16S22DTH80_469","X16S22DTH80_475","X16S22DTH80_486","X16S22DTH80_487","X16S22DTH80_502","X16S22DTH80_507","X16S22DTH80_511","X16S22DTH80_526","X16S22DTH80_530","X16S22DTH80_543","X16S22DTH80_544","X16S22DTH80_560","X16S22DTH80_564","X16S22DTH80_575","X16S22DTH80_576","X16S22DTH80_586","X16S22DTH80_594","X16S22DTH80_598","X16S22DTH80_601","X16S22DTH80_602","X16S22DTH80_632","X16S22DTH80_635","X16S22DTH80_647","X16S22DTH80_653","X16S22DTH80_680","X16S22DTH80_682","X16S22DTH80_687","X16S22DTH80_690","X16S22DTH80_700","X16S22DTH80_705","X16S22DTH80_710","X16S22DTH80_732","X16S22DTH80_740","X16S22DTH80_745","X16S22DTH80_753","X16S22DTH80_757","X16S22DTH80_762","X16S22DTH80_775","X16S22DTH80_783","X16S22DTH80_791","X16S22DTH80_794","X16S22DTH80_798","X16S22DTH80_801","X16S22DTH80_805","X16S22DTH80_808","X16S22DTH80_810","X16S22DTH80_814","X16S22DTH80_819","X16S22DTH80_821","X16S22DTH80_830","X16S22DTH80_833","A11_475","A13_473","A15_474","A16_473","A19_475","A2_473","A23_473","A23_474","A26_475","A27_474","A28_473","A3_474","A33_475","A34_474","A39_475","A4_475","A43_473","A43_474","A7_473","anzhen123_E_1","anzhen124_E_1","anzhen125_E_1","BL15001","BL16009","BL16010","BL16011","BL16014","BL16023","BL16027","BL16031","BL16033","BL16043","BL16046","BL16055","BL16056","BL16057","BL16069","BL16074","BL16082","BL16091","BL16101","BL16106","BL16111","BL16115","BL16126","BL16128","BL16134","BL16136","BL16139","BL16149","BL16151","BL16152","BL201701000994","BL201701001002","BL201701001010","BL201701001016","BL201701001022","BL201701001024","BL201701001030","BL201701001035","BL201701001126","BL201701001130","BL201703001198","BL201703001202","BL201703001370","BL201703001374","BL201703001375","BL201703001376","BL201703001377","BL201703001380","BL201705001633","BL201705001634","BL201705001639","BL201705001645","BL201705001711","BL201705001713","BL201705001715","BL201706002318","BL201706002319","BL201706002320","BL201711004468","BL201711004482","BL201711004486","BL201711004495","BL201712004849","BL201712004861","BL201712004867","BL201712004868","BL201712004880","BL201712004890","BL201712004898","BL201712004903","BL201712004910","BL201712004924","BL201712004932","BL201712004933","BL201712004935","BL201712004937","BL201712004947","BL201712004953","BL201712004967","BL201712004977","BL201712004981","BL201712004982","BL201712004983","BL201712004990","E102_E_1","E103_E_1","E107_E_1","E108_E_1","E113_E_1","E114_E_1","E115_E_1","E117_E_1","E118_E_1","E120_E_1","E124_E_1","E125_E_1","E44_E_1","E45_E_1","E46_E_1","E47_E_1","E49_E_1","E50_E_1","E51_E_1","E52_E_1","E57_E_1","E58_E_1","E60_E_1","E61_E_1","E63_E_1","E64_E_1","E66_E_1","E67_E_1","E68_E_1","E69_E_1","E70_E_1","E71_E_1","E73_E_1","E76_E_1","E77_E_0","E79_E_1","E80_E_1","E81_E_1","E83_E_1","E85_E_1","E86_E_1","E87_E_1","E88_E_1","E89_E_1","E90_E_1","E92_E_1","E93_E_1","E94_E_1","E97_E_1","E98_E_1","E99_E_1","MiLib476_A1","MiLib476_A14","MiLib476_A16","MiLib476_A20","MiLib476_A8","MiLib477_A1","MiLib477_A17","MiLib477_A25","MiLib477_A37","MiLib477_A43","MiLib477_A9","MiLib478_A12","MiLib478_A17","MiLib478_A22","MiLib478_A25","MiLib478_A27","MiLib478_A43","MiLib478_A7","MiLib479_A1","MiLib479_A13","MiLib479_A17","MiLib479_A3","MiLib479_A42","MiLib479_A44","E56_E_1","E75_E_1","X16S23DTH54_839","X16S23DTH54_840","X16S23DTH54_841","X16S23DTH54_842","X16S23DTH54_843","X16S23DTH54_844","X16S23DTH54_845","X16S23DTH54_846","X16S23DTH54_847","X16S23DTH54_848","X16S23DTH54_849","X16S23DTH54_850","X16S23DTH54_851","X16S23DTH54_852","X16S23DTH54_853","X16S23DTH54_854","X16S23DTH54_855","X16S23DTH54_856","X16S23DTH54_857","X16S23DTH54_858","X16S23DTH54_859","X16S23DTH54_860","X16S23DTH54_861","X16S23DTH54_862","X16S23DTH54_863","X16S23DTH54_864","X16S23DTH54_865","X16S23DTH54_866","X16S23DTH54_867","X16S23DTH54_868","X16S23DTH54_869","X16S23DTH54_870","X16S23DTH54_871","X16S23DTH54_872","X16S23DTH54_873","X16S23DTH54_874","X16S23DTH54_875","X16S23DTH54_876","X16S23DTH54_877","X16S23DTH54_879","X16S23DTH54_880","X16S23DTH54_881","X16S23DTH54_882","X16S23DTH54_883","X16S23DTH54_884","X16S23DTH54_885","X16S23DTH54_886","X16S23DTH54_887","X16S23DTH54_888","X16S23DTH54_889","X16S23DTH54_890","X16S23DTH54_891","X16S23DTH54_892","X16S23DTH54_893","X16S23DTH54_895","X16S23DTH54_896","X16S23DTH54_897"
"f__Actinomycetaceae;g__Mobiluncus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143266475644699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinomycetaceae;g__N09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156862745098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129157248950597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020979020979021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinomycetaceae;g__Trueperella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinomycetaceae;g__Varibaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80882624744544e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149003538834047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinopolysporaceae;g__Actinopolyspora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinosynnemataceae;g__Actinoalloteichus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132297006780222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinosynnemataceae;g__Kibdelosporangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinosynnemataceae;g__Lentzea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166163560331219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Actinosynnemataceae;g__Saccharothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Aerococcaceae;g__Abiotrophia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661485033901108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150121974103959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Aerococcaceae;g__Aerococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143422816699404,0,0.00397184865166191,0,0,0.00329627078618518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316845068042478,0,0,0,0,0,0,0,0.000781382265227187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888027771050295,0,0,0,0,0.000392387679026879,0,0,0,0,0,0,0,0,0,0,0,0,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269595606590115,0.0021455938697318,0.00475059382422803,0,0,0,0,0.00654495349638305,0.00965435041716329,0.00906408094435076,0.00322893122376493,0,0.00746337418225375,0,0,0,0,0,0,0,0,0,0.0332749562171629,0,0,0,0.000860215053763441,0,0.0149253731343284,0.0802547770700637,0.0693568726355612,0.119127516778523,0.129032258064516,0.148367952522255,0,0.00573065902578797,0,0.0173611111111111,0,0,0,0,0,0.073943661971831,0,0.0308641975308642,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486322188449848,0,0,0.151685393258427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118074477747502,0,0,0,0,0,0,0,0,0,0,0,0,0.00160178804246601,0,0.000397675370901188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168848685211289,0,0,0,0,0,0,0,0,0,0
"f__Aerococcaceae;g__Alkalibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59877135726627e-05,0,0,0,0,0,0,0,0.000289886581874841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821114369501466,0.00423728813559322,0.00588235294117647,0.0689655172413793,0,0,0,0.0900473933649289,0.0327126321087066,0.0841121495327103,0.111872146118721,0.0994318181818182,0.0167364016736402,0.115,0.0487012987012987,0.0487804878048781,0.04,0.101522842639594,0.115869017632242,0,0.235294117647059,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0.0021079258010118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073394495412844,0,0.126825198164372,0,0,0,0.0707070707070707,0.10873440285205,0.106833493743985,0.0311284046692607,0,0,0.0666666666666667,0.169553327256153,0.0198412698412698,0.0421686746987952,0.143266475644699,0.0609911054637865,0,0.0867924528301887,0.120448179271709,0.122866894197952,0.0939393939393939,0.070446735395189,0.0891089108910891,0.12258064516129,0.0876095118898623,0.0657216494845361,0.114451185879757,0,0,0,0,0,0.0867768595041322,0,0.00920573752943695,0.0894901144640999,0.0935374149659864,0,0.0212014134275618,0.0246913580246914,0.00543478260869565,0,0,0.0601823708206687,0,0.084788029925187,0.0224719101123595,0.0601851851851852,0,0,0,0,0,0.4375,0.08,0,0.12753433616743,0,0.00377358490566038,0,0.0379746835443038,0.0072202166064982,0.0995475113122172,0,0,0.0564102564102564,0.121693121693122,0,0.132867132867133,0,0.0606060606060606,0,0.176587301587302,0.333333333333333,0.00598802395209581,0.00228936010508538,0.00941176470588235,0.103260869565217,0.162264150943396,0.214492753623188,0.185173792679176,0.124098124098124,0.0252173913043478,0.0260416666666667,0.00803212851405622,0.0792079207920792,0.0672727272727273,0.0187617260787993,0.0170212765957447,0.0205415499533147,0.0258064516129032,0.0238568588469185,0.0526315789473684,0.0125391849529781,0.00968523002421308,0.0500595947556615,0.117229129662522,0.0326975476839237,0.0674873598593097,0.0338345864661654,0.0392156862745098,0.013771186440678,0.043613707165109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106794503642879,0,0,0,0,0,0,0,0,0,0,0,0,0
